Listing Id,Minimum Nights,Maximum Nights,Calendar Updated,Availability 30,Availability 60,Availability 90,Availability 365
29767,3,1125,4 weeks ago,25,55,85,85
29768,1,1125,4 days ago,0,0,0,152
29769,2,1125,3 days ago,16,39,65,146
29770,3,27,today,9,30,47,119
29771,4,1125,3 months ago,28,58,88,363
29772,1,1125,2 months ago,5,35,65,340
29773,1,30,5 months ago,30,60,90,365
29774,1,365,today,26,56,86,354
29775,3,1125,2 weeks ago,28,57,87,87
29776,7,31,10 months ago,0,0,0,0
29777,1,1125,9 months ago,0,0,0,0
29778,3,1125,2 weeks ago,14,38,65,316
29779,2,1125,6 months ago,0,0,0,0
29780,3,14,today,19,41,71,322
29781,2,1125,4 months ago,0,26,56,146
29782,2,730,4 weeks ago,4,19,48,298
29783,2,1125,a week ago,28,58,88,88
29784,2,35,a week ago,23,42,72,347
29785,1,1125,yesterday,19,49,79,79
29786,3,90,6 days ago,0,0,0,0
29787,1,1125,a week ago,30,60,90,351
29788,2,1125,4 days ago,27,55,85,175
29789,3,1125,today,4,18,48,299
29790,1,1125,yesterday,30,60,90,365
29791,1,30,today,0,0,0,3
29792,1,14,2 days ago,7,29,29,280
29793,2,1125,a week ago,14,44,74,75
29794,1,1125,today,28,58,88,88
29795,3,1125,today,24,40,70,299
29796,3,7,4 months ago,0,0,0,0
29797,2,1125,yesterday,15,26,44,283
29798,2,1125,13 months ago,0,0,0,0
29799,3,1125,3 weeks ago,13,35,53,328
29800,2,1125,a week ago,26,26,26,112
29801,1,1125,4 weeks ago,22,28,58,333
29802,14,52,5 weeks ago,0,0,0,0
29803,2,1125,3 days ago,17,46,76,166
29804,1,1125,6 weeks ago,1,31,61,336
29805,1,1125,a week ago,1,31,61,215
29806,1,4,10 months ago,0,0,0,0
29807,7,300,6 days ago,12,28,53,328
29808,2,180,yesterday,13,30,60,331
29809,1,14,5 months ago,29,59,89,364
29810,1,16,yesterday,4,4,4,36
29811,2,7,a week ago,4,4,4,4
29812,3,1125,2 months ago,0,0,0,123
29813,3,10,9 months ago,29,59,89,364
29814,1,1125,13 months ago,0,0,0,0
29815,5,1125,3 months ago,29,59,89,89
29816,3,30,4 weeks ago,30,60,90,365
29817,1,3,20 months ago,0,0,0,0
29818,2,1125,4 months ago,29,59,89,89
29819,1,7,5 months ago,0,0,0,0
29820,1,1125,5 months ago,0,8,16,178
29821,1,29,today,5,11,34,122
29822,2,3,4 months ago,0,0,0,130
29823,2,45,today,15,29,54,241
29824,1,10,yesterday,3,9,12,43
29825,2,180,a week ago,11,11,24,299
29826,3,1125,4 months ago,30,60,90,90
29827,2,1125,today,23,53,83,358
29828,2,1125,today,12,42,72,347
29829,2,5,a week ago,30,60,90,90
29830,2,7,5 months ago,28,58,88,88
29831,1,3,3 months ago,0,20,50,140
29832,3,1125,2 weeks ago,6,6,6,6
29833,2,7,5 weeks ago,4,15,45,135
29834,1,1125,1 week ago,0,0,0,0
29835,2,1125,2 weeks ago,18,40,64,335
29836,4,10,16 months ago,0,0,0,0
29837,3,1125,today,7,19,48,320
29838,2,365,4 weeks ago,0,15,45,320
29839,2,1125,2 weeks ago,24,54,84,359
29840,1,750,3 days ago,9,16,43,288
29841,30,1125,6 weeks ago,0,0,0,267
29842,4,14,yesterday,4,10,40,40
29843,1,180,today,0,0,0,270
29844,4,365,yesterday,15,15,15,286
29845,1,1125,a week ago,1,1,6,96
29846,1,1125,yesterday,13,35,35,35
29847,2,1125,8 months ago,0,0,0,221
29848,4,1125,4 months ago,30,60,90,90
29849,1,29,6 weeks ago,29,59,89,89
29850,7,7,4 months ago,30,60,90,365
29851,1,3,2 weeks ago,4,34,64,154
29852,3,4,4 months ago,30,60,90,90
29853,2,1125,4 months ago,0,0,0,0
29854,2,1125,3 weeks ago,0,8,35,296
29855,2,1125,yesterday,10,15,37,299
29856,2,14,today,10,29,53,143
29857,2,7,6 months ago,0,0,0,0
29858,1,1125,4 months ago,23,53,81,167
29859,14,1125,a week ago,28,58,88,178
29860,2,1125,2 days ago,1,5,17,255
29861,1,4,5 days ago,16,46,73,156
29862,2,1125,2 weeks ago,0,0,0,46
29863,1,1125,4 days ago,1,5,5,76
29864,2,1125,2 days ago,3,11,30,288
29865,2,1125,4 weeks ago,12,12,41,41
29866,1,7,3 weeks ago,16,43,73,73
29867,2,1125,yesterday,0,0,0,0
29868,2,21,4 weeks ago,23,53,83,83
29869,2,30,today,11,35,65,119
29870,1,1125,yesterday,17,46,76,76
29871,1,3,a week ago,3,6,27,27
29872,1,7,4 months ago,23,53,83,84
29873,7,1125,3 days ago,0,0,0,84
29874,2,365,today,13,36,62,337
29875,2,365,today,14,33,63,338
29876,7,1125,6 months ago,30,60,90,365
29877,2,365,today,18,39,69,344
29878,3,29,3 weeks ago,23,53,83,358
29879,1,1125,18 months ago,0,0,0,0
29880,3,4,4 months ago,28,58,88,88
29881,1,1125,5 months ago,0,0,0,0
29882,1,1125,today,21,51,81,171
29883,3,14,yesterday,29,56,86,176
29884,2,10,5 months ago,0,0,0,0
29885,2,7,5 months ago,0,0,0,0
29886,2,1125,3 weeks ago,17,42,72,124
29887,3,1125,today,5,10,10,10
29888,1,270,2 weeks ago,10,10,10,16
29889,2,1125,4 months ago,30,60,90,90
29890,2,1125,today,16,36,36,37
29891,3,8,11 months ago,0,0,0,0
29892,2,1125,3 months ago,0,0,7,282
29893,2,3,4 months ago,0,0,0,0
29894,2,28,today,3,4,17,107
29895,3,28,6 weeks ago,0,0,0,0
29896,2,30,2 weeks ago,29,59,89,234
29897,2,1125,4 weeks ago,18,48,78,353
29898,1,1125,a week ago,6,36,66,341
29899,2,9,1 week ago,0,1,31,31
29900,1,3,14 months ago,0,0,0,0
29901,1,1125,today,17,37,67,342
29902,10,1125,8 months ago,0,0,0,0
29903,1,7,4 months ago,29,59,89,89
29904,4,90,a week ago,21,51,81,233
29905,2,1125,3 weeks ago,8,38,68,68
29906,2,1125,2 weeks ago,20,43,73,348
29907,7,14,23 months ago,0,0,0,0
29908,3,1125,yesterday,26,55,85,360
29909,1,1125,3 weeks ago,12,37,67,67
29910,3,1125,2 weeks ago,26,54,80,335
29911,4,10,2 weeks ago,0,0,0,0
29912,3,365,a week ago,14,31,52,126
29913,2,30,5 weeks ago,26,52,82,357
29914,2,14,a week ago,20,42,72,339
29915,1,1125,16 months ago,0,0,0,0
29916,2,7,5 days ago,20,47,77,167
29917,3,1125,yesterday,2,14,15,199
29918,3,1125,yesterday,25,55,85,175
29919,2,1125,3 months ago,0,0,0,269
29920,3,30,2 weeks ago,0,0,0,119
29921,1,28,today,12,23,53,319
29922,1,150,9 months ago,30,60,90,365
29923,2,1125,3 weeks ago,3,19,41,235
29924,2,1125,today,3,6,14,61
29925,3,1125,2 months ago,0,6,16,291
29926,2,1125,1 week ago,1,17,20,110
29927,1,1125,today,4,33,63,246
29928,5,10,4 days ago,1,31,61,61
29929,1,1125,6 weeks ago,0,0,0,0
29930,5,30,16 months ago,0,0,0,0
29931,1,1125,27 months ago,0,0,0,0
29932,4,30,5 days ago,5,8,33,308
29933,1,1125,today,9,21,49,302
29934,2,1125,6 weeks ago,27,56,86,176
29935,2,1125,3 days ago,11,29,50,154
29936,1,1125,2 weeks ago,30,60,90,365
29937,2,1125,today,15,45,72,183
29938,2,1125,yesterday,21,45,45,48
29939,2,1125,a week ago,17,44,74,349
29940,2,15,2 weeks ago,5,27,50,110
29941,1,1125,4 days ago,27,39,69,318
29942,1,1125,never,0,0,0,0
29943,3,1125,a week ago,12,12,26,26
29944,2,13,4 months ago,30,60,90,365
29945,4,5,4 months ago,0,0,0,0
29946,1,1125,2 weeks ago,0,0,0,124
29947,3,30,a week ago,25,52,82,113
29948,3,1125,a week ago,13,13,35,35
29949,4,1125,4 months ago,0,0,0,0
29950,5,15,3 weeks ago,0,0,26,26
29951,3,1125,3 weeks ago,30,60,90,94
29952,6,12,6 months ago,29,59,89,89
29953,14,14,58 months ago,0,0,0,0
29954,2,6,5 days ago,2,4,16,16
29955,3,1125,today,20,50,80,355
29956,2,1125,9 months ago,27,57,87,362
29957,3,1125,yesterday,0,25,55,330
29958,1,1125,a week ago,0,0,9,9
29959,3,90,a week ago,2,10,10,248
29960,1,5,today,15,33,56,56
29961,3,1125,today,30,60,90,365
29962,7,1125,5 weeks ago,30,60,90,365
29963,4,1125,5 weeks ago,0,0,12,137
29964,2,5,2 months ago,30,60,90,365
29965,3,365,today,20,41,71,346
29966,3,21,3 months ago,0,0,0,0
29967,2,1125,today,0,0,0,200
29968,2,1125,today,5,5,6,208
29969,4,30,a week ago,0,14,34,34
29970,1,1125,2 weeks ago,14,14,14,269
29971,1,1125,5 weeks ago,30,60,90,365
29972,4,27,a week ago,18,30,30,304
29973,3,1125,never,30,60,90,365
29974,1,1125,never,0,0,0,0
29975,1,1125,9 months ago,30,60,90,365
29976,3,1125,2 weeks ago,0,29,59,149
29977,3,90,6 days ago,29,59,89,364
29978,30,180,3 weeks ago,0,21,51,56
29979,1,1125,7 weeks ago,0,20,26,190
29980,2,100,today,27,38,38,191
29981,2,1125,a week ago,17,39,56,136
29982,1,1125,today,25,55,85,360
29983,1,1125,5 months ago,0,0,0,0
29984,2,1125,3 weeks ago,9,13,13,13
29985,2,1125,6 weeks ago,29,59,89,364
29986,1,1125,today,24,54,84,174
29987,1,1125,a week ago,22,52,54,329
29988,1,1125,a week ago,15,15,15,15
29989,2,1125,4 months ago,0,0,0,125
29990,3,1125,today,17,39,67,341
29991,2,1125,3 weeks ago,9,9,9,9
29992,3,1125,4 weeks ago,29,59,89,364
29993,1,1125,4 days ago,9,39,69,159
29994,15,35,3 months ago,0,0,0,0
29995,3,365,today,5,23,50,325
29996,1,1125,today,9,35,61,61
29997,1,1125,yesterday,23,47,71,343
29998,1,1125,6 weeks ago,4,32,61,61
29999,1,7,5 days ago,12,12,12,19
30000,1,14,3 days ago,30,60,90,365
30001,1,10,a week ago,0,0,0,93
30002,1,1125,12 months ago,30,60,90,365
30003,1,1125,2 months ago,14,14,14,14
30004,3,14,never,30,60,90,365
30005,5,1125,5 months ago,30,60,90,365
30006,2,90,a week ago,22,50,80,355
30007,1,1125,2 days ago,4,4,4,4
30008,2,1125,today,11,14,40,315
30009,3,1125,2 days ago,17,43,73,345
30010,1,1125,a week ago,25,25,38,38
30011,3,1125,a week ago,14,14,35,35
30012,1,1125,5 days ago,26,56,86,86
30013,1,1125,7 weeks ago,0,0,0,0
30014,2,29,today,8,28,47,106
30015,1,760,3 weeks ago,11,11,11,258
30016,3,1125,7 months ago,0,0,0,0
30017,2,365,3 weeks ago,30,60,90,365
30018,2,18,4 days ago,17,47,77,352
30019,2,1125,2 weeks ago,14,24,52,52
30020,1,3,2 weeks ago,0,0,0,0
30021,1,1125,3 days ago,11,15,45,320
30022,3,1125,today,25,55,85,360
30023,3,1125,today,13,13,13,77
30024,1,1125,10 months ago,0,0,0,0
30025,2,1125,3 months ago,1,17,47,321
30026,1,7,3 weeks ago,19,30,50,50
30027,3,1125,today,20,50,80,355
30028,1,1125,24 months ago,0,0,0,0
30029,3,20,yesterday,16,42,72,108
30030,2,10,today,14,20,21,21
30031,2,1125,12 months ago,0,0,0,0
30032,2,14,5 weeks ago,30,60,90,365
30033,1,1125,a week ago,10,32,58,333
30034,2,1125,today,8,8,8,8
30035,1,1125,a week ago,13,34,64,339
30036,1,29,1 week ago,18,39,69,342
30037,3,1125,11 months ago,0,0,0,0
30038,1,1125,4 days ago,20,47,77,346
30039,1,1125,today,11,23,40,124
30040,2,1125,4 months ago,0,0,0,0
30041,2,1125,11 months ago,0,0,0,0
30042,3,1125,5 months ago,0,0,0,0
30043,2,1125,today,10,10,10,10
30044,3,1125,3 weeks ago,0,0,0,0
30045,2,7,18 months ago,0,0,0,0
30046,2,200,today,14,36,66,336
30047,2,1125,today,19,42,55,66
30048,2,5,2 days ago,20,31,41,43
30049,3,1125,yesterday,14,29,56,323
30050,2,1125,2 months ago,19,46,76,76
30051,2,5,a week ago,4,4,4,4
30052,1,1125,13 months ago,0,0,0,0
30053,2,7,6 months ago,0,0,0,0
30054,1,1125,today,8,25,46,136
30055,1,30,today,6,16,41,41
30056,2,14,5 weeks ago,7,32,58,333
30057,1,1125,9 months ago,30,60,90,365
30058,4,1125,12 months ago,0,0,0,0
30059,1,15,today,30,60,90,90
30060,3,1125,2 months ago,30,60,90,365
30061,1,1125,24 months ago,30,60,90,365
30062,1,1125,2 days ago,27,57,87,360
30063,2,1125,today,17,44,74,341
30064,2,1125,a week ago,5,11,21,262
30065,5,365,4 weeks ago,0,0,27,115
30066,3,60,4 months ago,29,59,88,88
30067,2,1125,today,27,57,87,87
30068,1,1125,3 weeks ago,30,60,90,365
30069,3,90,2 weeks ago,17,25,28,282
30070,1,60,2 weeks ago,18,47,77,77
30071,5,1125,2 days ago,15,45,75,167
30072,3,1125,today,12,24,29,84
30073,3,365,today,12,36,66,341
30074,30,60,4 weeks ago,0,21,51,273
30075,7,1125,13 months ago,0,0,0,0
30076,1,1125,a week ago,7,24,41,198
30077,1,1125,yesterday,4,16,35,188
30078,1,30,a week ago,16,33,58,323
30079,1,30,today,8,31,49,54
30080,1,1125,2 weeks ago,17,40,65,340
30081,3,1125,today,4,8,23,295
30082,1,1125,5 months ago,0,0,0,0
30083,2,1125,3 months ago,0,0,0,0
30084,2,1125,3 months ago,19,43,69,69
30085,5,1125,today,13,35,53,293
30086,2,1125,2 months ago,0,27,57,332
30087,2,120,6 months ago,28,58,88,363
30088,2,30,3 months ago,0,0,0,182
30089,1,1125,1 week ago,24,50,76,76
30090,1,1125,11 months ago,0,0,0,0
30091,1,7,2 weeks ago,0,14,44,59
30092,2,4,3 weeks ago,16,34,64,64
30093,3,1125,6 days ago,13,18,36,296
30094,2,30,3 days ago,6,9,37,119
30095,1,1125,never,30,60,90,365
30096,1,25,24 months ago,29,59,89,89
30097,2,28,2 days ago,6,34,52,320
30098,1,28,3 weeks ago,5,17,37,299
30099,1,31,3 weeks ago,30,60,90,90
30100,1,1125,today,10,10,11,11
30101,1,1125,2 weeks ago,8,31,59,212
30102,3,20,4 days ago,0,17,17,17
30103,2,5,10 months ago,0,0,0,0
30104,1,1125,9 months ago,0,0,0,0
30105,1,1125,today,11,27,43,159
30106,2,1125,yesterday,20,50,80,355
30107,2,21,a week ago,0,4,7,87
30108,14,14,3 weeks ago,0,0,0,275
30109,30,90,a week ago,0,10,40,315
30110,2,1125,18 months ago,0,0,0,0
30111,2,200,today,26,56,86,357
30112,2,1125,today,11,18,18,213
30113,1,1125,6 weeks ago,30,60,90,365
30114,1,1125,3 months ago,0,0,0,0
30115,2,30,3 weeks ago,10,28,47,124
30116,2,1125,today,9,22,38,303
30117,3,10,12 months ago,0,0,0,0
30118,5,1125,4 months ago,27,57,87,87
30119,3,1125,yesterday,6,6,8,163
30120,1,1125,yesterday,25,55,85,360
30121,1,1125,today,26,56,86,358
30122,1,1125,40 months ago,0,0,0,0
30123,1,1125,yesterday,1,30,60,335
30124,2,60,today,6,16,33,116
30125,4,9,today,0,5,5,5
30126,1,1125,today,6,6,7,57
30127,5,27,2 months ago,12,42,72,347
30128,2,28,a week ago,29,59,89,179
30129,1,29,today,6,18,38,272
30130,5,12,6 weeks ago,0,0,0,244
30131,2,30,today,10,26,53,328
30132,5,1125,2 weeks ago,0,0,0,0
30133,2,90,2 days ago,14,44,74,135
30134,1,1125,14 months ago,0,0,0,0
30135,3,1125,4 days ago,23,53,83,141
30136,1,1125,2 weeks ago,0,4,13,264
30137,1,1125,yesterday,0,0,0,248
30138,2,365,today,0,0,0,180
30139,2,1125,5 days ago,28,58,69,340
30140,1,1125,3 months ago,2,8,35,310
30141,1,30,today,17,40,40,40
30142,1,17,yesterday,0,11,39,215
30143,2,150,5 weeks ago,0,0,0,261
30144,4,28,today,21,51,81,108
30145,1,1125,2 months ago,0,0,0,256
30146,2,1125,3 weeks ago,2,23,53,328
30147,3,90,18 months ago,30,60,90,365
30148,4,1125,3 days ago,24,54,84,359
30149,1,1125,a week ago,19,37,67,342
30150,2,1125,2 weeks ago,16,45,73,348
30151,2,1125,4 weeks ago,11,35,62,337
30152,7,30,3 weeks ago,20,50,80,355
30153,3,1125,5 weeks ago,2,7,37,312
30154,4,1125,today,0,0,0,0
30155,1,1125,7 months ago,0,0,0,0
30156,1,1125,today,22,43,69,249
30157,1,1125,today,20,50,80,355
30158,2,15,14 months ago,0,0,0,0
30159,1,6,2 months ago,0,0,0,0
30160,2,14,2 days ago,15,15,15,15
30161,2,1125,2 days ago,0,0,0,0
30162,2,1125,today,17,30,60,333
30163,3,31,yesterday,6,6,10,100
30164,1,1125,today,13,27,52,326
30165,3,10,today,10,10,10,167
30166,1,1125,2 weeks ago,26,50,80,355
30167,2,7,a week ago,0,0,8,8
30168,2,14,today,14,21,38,101
30169,2,14,3 days ago,19,49,79,169
30170,2,1125,3 weeks ago,0,0,0,0
30171,2,1125,1 week ago,11,11,14,289
30172,1,31,yesterday,7,30,60,60
30173,2,1125,4 weeks ago,21,51,81,81
30174,3,14,49 months ago,30,60,90,365
30175,1,1125,today,3,3,26,200
30176,2,1125,today,26,56,86,102
30177,1,1125,20 months ago,0,0,0,0
30178,1,1125,yesterday,20,50,80,355
30179,3,1125,24 months ago,0,0,0,0
30180,1,1125,10 months ago,0,0,0,0
30181,3,1125,5 days ago,23,53,83,358
30182,1,3,2 weeks ago,21,51,81,81
30183,1,1125,today,9,25,48,316
30184,3,1125,a week ago,0,0,0,0
30185,2,1125,today,21,51,81,356
30186,1,7,4 days ago,28,58,88,88
30187,1,1125,24 months ago,0,0,0,0
30188,1,1125,2 days ago,20,50,80,355
30189,1,1125,today,17,41,71,157
30190,2,1125,today,15,42,69,344
30191,2,1125,a week ago,19,41,62,272
30192,2,7,9 months ago,0,0,0,0
30193,1,1125,4 months ago,0,0,0,0
30194,2,1125,today,10,10,27,27
30195,2,1125,5 weeks ago,0,0,0,65
30196,1,1125,12 months ago,0,0,0,0
30197,5,31,a week ago,22,52,82,357
30198,2,1125,3 days ago,8,26,51,318
30199,1,1125,today,8,8,37,127
30200,2,1125,4 days ago,11,16,40,315
30201,2,10,yesterday,25,55,85,360
30202,1,7,today,3,17,17,84
30203,2,1125,yesterday,24,52,82,357
30204,3,5,17 months ago,0,0,0,0
30205,2,20,2 weeks ago,9,19,29,304
30206,1,7,a week ago,21,51,81,356
30207,1,30,today,21,51,81,170
30208,30,1125,7 weeks ago,5,35,65,340
30209,1,1125,25 months ago,0,0,0,0
30210,1,1125,25 months ago,0,0,0,0
30211,1,1125,12 months ago,0,0,0,0
30212,2,1125,2 weeks ago,30,60,88,363
30213,1,365,a week ago,0,6,36,311
30214,1,4,5 days ago,7,11,27,27
30215,2,1125,3 days ago,10,10,10,10
30216,5,1125,4 weeks ago,11,11,37,37
30217,2,1125,3 months ago,18,48,78,353
30218,3,90,3 days ago,14,29,34,249
30219,1,1125,3 weeks ago,7,16,30,301
30220,2,1125,2 days ago,18,45,75,350
30221,1,90,4 days ago,5,8,31,300
30222,1,1125,5 days ago,0,0,4,4
30223,1,12,a week ago,3,3,3,30
30224,2,99,4 days ago,2,24,27,27
30225,6,1125,today,27,57,87,87
30226,1,1125,never,0,0,0,0
30227,2,760,today,6,14,30,274
30228,2,1125,2 weeks ago,27,57,87,177
30229,1,1125,9 months ago,0,0,0,0
30230,2,1125,23 months ago,29,59,89,364
30231,1,1125,8 months ago,0,0,0,0
30232,1,21,today,14,14,14,14
30233,1,5,a week ago,15,45,75,350
30234,3,1125,24 months ago,0,0,0,0
30235,3,30,3 weeks ago,5,21,51,98
30236,1,1125,a week ago,12,24,24,24
30237,7,14,8 months ago,30,60,90,365
30238,3,14,today,14,17,17,17
30239,7,365,2 weeks ago,30,60,90,365
30240,3,5,today,6,6,6,6
30241,1,1125,7 months ago,30,60,90,365
30242,4,1125,5 months ago,0,0,0,0
30243,5,14,11 months ago,0,0,0,0
30244,1,29,today,14,41,64,64
30245,1,32,7 weeks ago,18,48,78,136
30246,2,1125,a week ago,22,52,82,172
30247,2,14,6 months ago,30,60,90,365
30248,2,14,7 weeks ago,6,6,6,6
30249,1,2,9 months ago,0,0,0,0
30250,1,7,2 months ago,5,35,65,155
30251,3,999,2 days ago,17,47,77,134
30252,2,1125,6 weeks ago,18,48,78,353
30253,1,90,3 weeks ago,17,24,54,144
30254,1,1125,13 months ago,0,0,0,0
30255,7,365,2 months ago,20,50,80,355
30256,1,9,5 days ago,12,39,69,69
30257,1,1125,today,20,40,63,320
30258,2,1125,today,16,37,63,338
30259,3,365,2 weeks ago,19,33,63,338
30260,2,1125,7 months ago,0,0,0,0
30261,3,1125,5 months ago,30,60,90,365
30262,2,1125,14 months ago,0,0,0,0
30263,1,1125,today,28,58,88,363
30264,1,1125,24 months ago,0,0,0,0
30265,2,75,a week ago,0,0,0,0
30266,1,1125,a week ago,13,34,60,335
30267,1,1125,7 months ago,0,0,0,0
30268,1,1125,2 months ago,0,0,0,0
30269,3,1125,today,20,50,80,355
30270,1,1125,5 weeks ago,22,52,82,82
30271,1,1125,12 months ago,0,0,0,0
30272,3,10,today,5,5,5,5
30273,3,5,2 weeks ago,0,0,0,230
30274,1,1125,4 months ago,0,0,0,217
30275,2,1125,a week ago,21,44,74,164
30276,1,1125,today,11,32,54,318
30277,2,1125,a week ago,22,52,82,357
30278,2,10,37 months ago,0,0,0,0
30279,1,1125,today,14,44,74,349
30280,1,1125,2 weeks ago,8,29,59,331
30281,2,1125,today,13,32,54,322
30282,3,1125,5 days ago,18,44,74,165
30283,3,7,4 weeks ago,3,3,3,3
30284,1,1125,yesterday,11,28,53,118
30285,3,1125,yesterday,29,59,89,89
30286,3,1125,1 week ago,0,0,0,0
30287,2,1125,today,25,54,84,359
30288,1,50,2 days ago,0,0,0,0
30289,2,1125,4 months ago,30,60,90,365
30290,2,1125,yesterday,0,9,39,39
30291,1,1125,today,14,44,74,74
30292,3,1125,2 months ago,0,0,0,0
30293,2,180,today,30,35,35,91
30294,3,1125,today,18,40,70,338
30295,1,7,today,19,44,74,330
30296,2,1125,4 days ago,16,46,76,351
30297,1,1125,3 days ago,30,60,90,90
30298,2,1125,2 weeks ago,30,60,90,365
30299,3,1125,3 days ago,26,55,85,360
30300,1,200,3 days ago,18,37,67,135
30301,3,7,3 weeks ago,0,0,4,5
30302,1,1125,7 weeks ago,25,55,85,360
30303,3,1125,today,29,45,75,324
30304,2,1125,a week ago,12,42,72,347
30305,2,14,today,17,32,53,288
30306,2,1125,3 days ago,25,54,84,359
30307,1,1125,16 months ago,0,0,0,0
30308,1,7,5 days ago,28,58,88,363
30309,2,30,yesterday,18,36,66,341
30310,2,1125,2 weeks ago,30,60,90,93
30311,2,30,4 days ago,25,55,85,172
30312,1,1125,today,22,49,79,189
30313,1,1125,3 months ago,0,0,0,0
30314,1,365,5 days ago,3,15,36,277
30315,3,30,4 days ago,4,6,17,216
30316,2,1125,yesterday,1,1,2,55
30317,4,1125,5 months ago,3,23,48,323
30318,1,1125,4 months ago,0,0,0,0
30319,7,1125,4 months ago,0,0,0,0
30320,1,1125,4 months ago,24,53,82,357
30321,1,30,8 months ago,0,0,0,0
30322,1,1125,4 weeks ago,24,54,84,174
30323,30,1125,3 weeks ago,30,60,90,365
30324,5,19,9 months ago,0,0,0,0
30325,2,14,5 weeks ago,15,32,62,152
30326,1,1125,5 weeks ago,26,53,83,83
30327,1,40,today,25,28,43,194
30328,1,1125,yesterday,6,33,63,153
30329,2,1125,2 weeks ago,0,2,32,122
30330,2,28,yesterday,19,49,79,354
30331,1,27,2 weeks ago,9,37,65,65
30332,2,30,today,5,16,34,298
30333,4,30,a week ago,12,15,35,301
30334,7,1125,6 weeks ago,0,1,31,306
30335,1,1125,6 days ago,6,31,61,334
30336,3,10,4 months ago,0,0,0,90
30337,2,1125,3 months ago,0,0,0,0
30338,5,17,8 months ago,0,0,0,0
30339,1,1125,3 weeks ago,0,0,1,18
30340,3,1125,2 weeks ago,1,1,1,1
30341,10,18,17 months ago,0,0,0,0
30342,5,28,yesterday,1,9,22,270
30343,3,27,6 weeks ago,10,37,67,342
30344,2,365,4 weeks ago,0,0,0,90
30345,1,1125,18 months ago,0,0,0,0
30346,15,50,2 months ago,0,0,0,0
30347,1,1125,4 months ago,0,0,0,0
30348,3,28,today,6,14,22,227
30349,4,90,today,5,8,10,252
30350,7,1125,15 months ago,0,0,0,0
30351,1,21,10 months ago,0,0,0,0
30352,1,14,2 months ago,5,35,65,65
30353,6,1125,today,6,8,9,9
30354,2,29,4 days ago,18,48,78,78
30355,2,1125,11 months ago,0,0,0,0
30356,2,1125,17 months ago,0,0,0,0
30357,1,1125,2 weeks ago,10,36,66,337
30358,2,1125,4 weeks ago,9,25,51,326
30359,2,14,4 weeks ago,7,35,65,141
30360,4,1125,3 weeks ago,0,1,31,306
30361,3,30,4 weeks ago,2,2,2,2
30362,1,1125,4 months ago,0,0,0,0
30363,1,30,today,30,60,90,180
30364,3,1125,3 days ago,15,24,44,120
30365,3,30,a week ago,0,0,0,0
30366,1,1125,2 weeks ago,30,58,88,363
30367,1,1125,5 weeks ago,0,0,0,0
30368,1,29,4 weeks ago,30,60,90,90
30369,1,3,8 months ago,1,31,61,336
30370,3,1125,today,0,0,0,0
30371,2,1125,4 weeks ago,16,25,55,60
30372,1,14,today,0,0,0,0
30373,1,1125,5 months ago,0,0,0,0
30374,1,1125,5 days ago,26,49,49,295
30375,1,7,6 weeks ago,16,46,76,76
30376,2,1125,a week ago,17,43,50,315
30377,2,14,6 months ago,0,0,0,0
30378,5,300,2 weeks ago,0,0,2,92
30379,1,1125,a week ago,16,35,65,340
30380,1,1125,7 weeks ago,29,59,89,364
30381,1,1125,10 months ago,0,0,0,0
30382,1,1125,2 weeks ago,9,35,64,339
30383,3,1125,today,16,37,48,321
30384,2,1125,today,24,52,82,357
30385,2,1125,today,26,39,60,283
30386,3,1125,3 weeks ago,30,60,90,365
30387,2,21,3 days ago,14,44,74,106
30388,1,1125,yesterday,11,26,41,285
30389,2,1125,a week ago,2,9,39,129
30390,2,1125,yesterday,18,38,55,319
30391,3,90,today,3,17,40,94
30392,2,29,4 weeks ago,3,7,7,7
30393,1,1125,7 months ago,0,0,0,0
30394,2,28,a week ago,0,14,37,119
30395,31,1125,a week ago,0,14,14,49
30396,29,31,3 weeks ago,0,0,0,196
30397,1,19,2 weeks ago,8,8,8,8
30398,1,250,4 months ago,29,59,89,364
30399,2,30,today,7,23,53,304
30400,2,1125,3 weeks ago,0,28,58,333
30401,1,1000,yesterday,25,25,25,286
30402,4,1125,today,9,17,27,265
30403,1,1125,today,14,40,70,345
30404,1,1125,2 weeks ago,30,60,90,365
30405,3,30,2 weeks ago,29,59,89,364
30406,2,31,2 days ago,8,36,36,266
30407,5,1125,today,15,15,15,15
30408,1,1125,4 weeks ago,11,27,42,317
30409,1,1125,a week ago,16,42,72,72
30410,4,1125,today,16,16,16,16
30411,2,14,yesterday,19,46,54,320
30412,3,1125,today,14,23,38,130
30413,5,1125,2 months ago,1,23,26,266
30414,2,1125,today,8,16,38,291
30415,1,1125,today,14,21,21,282
30416,2,1125,2 weeks ago,26,56,86,361
30417,1,1125,6 months ago,23,53,83,358
30418,1,25,2 days ago,23,39,64,339
30419,20,1125,6 weeks ago,23,53,83,123
30420,1,1125,3 weeks ago,24,54,84,174
30421,1,1125,12 months ago,0,0,0,0
30422,2,1125,today,24,54,84,174
30423,2,1125,today,21,44,74,164
30424,1,7,4 days ago,0,20,48,137
30425,1,1125,yesterday,10,40,70,344
30426,1,3,yesterday,6,28,50,137
30427,3,1125,2 months ago,0,0,0,122
30428,1,20,today,4,15,33,271
30429,3,21,today,10,37,55,55
