Listing Id,Minimum Nights,Maximum Nights,Calendar Updated,Availability 30,Availability 60,Availability 90,Availability 365
30430,2,1125,2 weeks ago,28,58,88,88
30431,1,1125,6 months ago,0,0,0,0
30432,2,1125,19 months ago,0,0,0,0
30433,1,1125,3 weeks ago,10,23,40,293
30434,1,1125,25 months ago,0,0,0,0
30435,1,30,6 weeks ago,0,0,0,0
30436,1,28,3 days ago,18,40,70,345
30437,3,90,3 days ago,10,25,39,251
30438,4,17,yesterday,0,0,0,213
30439,3,14,15 months ago,0,0,0,0
30440,1,1125,16 months ago,0,0,0,0
30441,2,1125,today,11,11,12,35
30442,3,1125,a week ago,3,12,15,133
30443,1,1125,14 months ago,0,0,0,0
30444,1,10,2 weeks ago,19,49,76,165
30445,4,30,4 months ago,0,0,0,0
30446,3,20,23 months ago,0,0,0,0
30447,5,9,10 months ago,0,0,0,0
30448,2,1125,15 months ago,0,0,0,0
30449,3,6,3 days ago,28,58,88,88
30450,30,1125,today,3,33,43,269
30451,1,1125,yesterday,5,16,46,134
30452,3,1125,3 months ago,0,0,0,0
30453,2,3,today,4,4,9,9
30454,1,1125,17 months ago,0,0,0,0
30455,1,25,9 months ago,0,0,0,0
30456,1,1125,14 months ago,0,0,0,0
30457,1,1125,14 months ago,0,0,0,0
30458,6,1125,2 weeks ago,0,0,0,8
30459,3,60,today,0,0,0,0
30460,1,1125,today,8,24,51,321
30461,2,5,a week ago,21,51,81,164
30462,1,1125,today,20,50,75,160
30463,5,16,18 months ago,0,0,0,0
30464,4,4,14 months ago,0,0,0,0
30465,3,1125,10 months ago,0,0,0,0
30466,30,1125,4 weeks ago,30,60,90,152
30467,3,17,7 months ago,0,0,0,60
30468,32,90,2 months ago,30,60,90,365
30469,2,1125,8 months ago,0,0,0,0
30470,2,30,19 months ago,0,0,0,0
30471,2,1125,3 months ago,0,0,0,121
30472,1,29,4 days ago,6,29,44,294
30473,5,1125,a week ago,14,35,65,311
30474,3,365,6 months ago,30,60,90,365
30475,1,1125,25 months ago,0,0,0,0
30476,3,1125,yesterday,12,42,72,347
30477,1,1125,14 months ago,0,0,0,0
30478,5,1125,5 months ago,0,0,0,0
30479,2,1125,9 months ago,0,0,0,0
30480,7,31,5 weeks ago,0,0,0,0
30481,1,1125,yesterday,30,60,89,89
30482,2,10,a week ago,3,3,3,3
30483,7,14,3 weeks ago,0,0,0,0
30484,5,27,4 months ago,0,0,0,0
30485,1,1125,10 months ago,0,0,0,0
30486,1,1125,2 weeks ago,2,19,39,39
30487,2,364,4 days ago,30,57,87,362
30488,5,21,2 days ago,3,3,3,216
30489,3,60,a week ago,0,0,0,0
30490,14,60,3 months ago,30,60,89,89
30491,2,4,14 months ago,0,0,0,0
30492,3,1125,6 weeks ago,0,5,9,24
30493,21,180,a week ago,30,60,90,365
30494,2,5,8 months ago,30,60,90,365
30495,1,1125,today,0,0,0,31
30496,4,28,3 months ago,0,0,0,0
30497,2,1125,today,30,60,90,90
30498,2,1125,today,10,23,37,269
30499,5,1125,2 days ago,18,32,34,34
30500,1,1125,5 months ago,30,60,90,365
30501,30,120,2 months ago,29,56,56,286
30502,1,1125,2 days ago,26,56,86,209
30503,1,1125,3 weeks ago,4,4,4,47
30504,1,7,4 days ago,26,56,56,56
30505,1,1125,3 months ago,0,0,0,0
30506,1,60,today,28,56,72,344
30507,3,1125,15 months ago,0,0,0,0
30508,1,27,yesterday,0,1,16,44
30509,2,14,4 weeks ago,0,3,3,6
30510,3,14,1 week ago,0,0,0,91
30511,2,1125,2 months ago,19,31,48,296
30512,2,10,5 weeks ago,0,0,0,0
30513,31,1125,3 weeks ago,29,29,29,253
30514,2,29,a week ago,23,45,75,167
30515,2,1125,today,1,3,5,7
30516,2,7,5 months ago,0,0,0,0
30517,1,2,yesterday,9,21,42,42
30518,2,90,today,10,10,10,285
30519,31,160,3 weeks ago,0,26,36,311
30520,1,14,18 months ago,0,0,0,0
30521,1,1125,2 weeks ago,20,50,80,355
30522,1,1125,13 months ago,0,0,0,0
30523,2,1125,2 weeks ago,28,58,88,363
30524,1,1125,today,15,35,51,303
30525,1,5,2 days ago,15,45,75,75
30526,2,1125,today,30,60,90,90
30527,1,3,a week ago,0,0,0,0
30528,1,1125,today,7,20,32,276
30529,2,1125,today,9,9,12,12
30530,2,1125,a week ago,9,29,49,114
30531,1,1125,today,0,0,0,136
30532,2,1125,a week ago,0,0,0,0
30533,1,1125,5 days ago,23,53,82,82
30534,4,8,4 weeks ago,9,21,51,51
30535,5,30,today,4,4,4,4
30536,2,1125,3 weeks ago,6,6,6,69
30537,2,1125,today,22,52,68,68
30538,1,1125,today,7,18,35,294
30539,2,5,2 weeks ago,0,9,28,118
30540,1,1125,11 months ago,0,0,0,0
30541,1,7,13 months ago,30,60,90,365
30542,2,1125,3 days ago,13,33,63,338
30543,2,14,4 days ago,10,10,15,15
30544,2,1125,today,14,39,69,335
30545,1,1125,today,15,27,27,27
30546,2,1125,today,12,28,53,142
30547,1,1125,today,8,27,54,326
30548,2,14,a week ago,8,38,68,68
30549,3,14,yesterday,5,5,5,5
30550,1,1125,13 months ago,0,0,0,0
30551,2,1125,3 weeks ago,16,36,64,154
30552,1,1125,today,15,35,65,335
30553,1,30,today,4,15,16,16
30554,3,7,10 months ago,29,59,89,364
30555,2,4,5 weeks ago,0,0,0,0
30556,2,365,today,12,26,53,328
30557,1,1125,5 days ago,18,40,65,340
30558,1,1125,2 days ago,5,5,16,16
30559,1,1125,10 months ago,0,0,0,0
30560,5,1125,12 months ago,0,0,0,0
30561,1,1125,24 months ago,0,0,0,0
30562,1,1125,17 months ago,0,0,0,0
30563,2,1125,4 weeks ago,0,0,0,0
30564,2,1125,today,0,0,0,0
30565,2,75,a week ago,0,0,0,0
30566,2,1125,today,16,41,68,343
30567,1,10,6 months ago,23,53,83,358
30568,2,1125,3 days ago,17,24,54,143
30569,1,1125,yesterday,19,42,69,344
30570,2,1125,2 weeks ago,23,53,83,358
30571,4,365,today,16,16,16,16
30572,4,14,13 months ago,0,0,0,0
30573,2,7,a week ago,20,48,78,353
30574,4,1125,13 months ago,30,60,90,365
30575,2,1125,a week ago,6,17,34,309
30576,1,1125,5 weeks ago,17,47,77,352
30577,2,1125,5 months ago,0,0,0,0
30578,2,4,2 months ago,0,0,0,0
30579,1,1125,never,0,0,0,0
30580,1,14,a week ago,18,48,76,351
30581,2,1125,4 weeks ago,10,29,59,59
30582,2,1125,a week ago,15,45,75,350
30583,3,1125,9 months ago,8,8,8,8
30584,1,15,4 months ago,29,59,89,179
30585,7,11,15 months ago,0,0,0,0
30586,2,1125,today,7,13,28,118
30587,1,1125,today,13,33,49,49
30588,2,31,4 days ago,30,58,88,358
30589,3,1125,a week ago,24,47,48,48
30590,2,1125,a week ago,5,5,5,17
30591,1,10,today,8,8,11,11
30592,3,1125,4 weeks ago,3,30,60,150
30593,2,5,3 days ago,3,23,53,53
30594,2,1125,4 weeks ago,30,60,90,365
30595,1,365,a week ago,24,54,84,359
30596,1,1125,4 months ago,23,53,83,358
30597,1,1125,today,19,39,62,62
30598,3,28,today,7,7,7,146
30599,1,1125,6 months ago,23,53,83,358
30600,1,1125,yesterday,9,27,54,149
30601,2,4,yesterday,11,14,14,14
30602,1,1125,today,25,25,25,25
30603,2,4,12 months ago,0,0,0,0
30604,3,10,12 months ago,0,0,0,0
30605,3,1125,2 weeks ago,2,4,34,34
30606,3,1125,13 months ago,0,0,0,0
30607,3,1125,4 days ago,18,48,78,131
30608,2,10,2 weeks ago,0,0,0,0
30609,2,1125,2 days ago,25,55,84,84
30610,3,1125,4 days ago,10,18,29,48
30611,1,1125,yesterday,9,32,60,335
30612,1,1125,4 weeks ago,27,57,87,362
30613,2,1125,5 days ago,6,31,58,333
30614,1,10,today,22,52,82,341
30615,2,1125,4 days ago,10,23,51,322
30616,1,1125,5 months ago,0,0,29,304
30617,1,31,4 days ago,17,47,76,76
30618,1,1125,12 months ago,30,60,90,90
30619,1,1125,today,8,15,45,45
30620,4,90,today,3,14,40,122
30621,3,1125,12 months ago,0,0,0,0
30622,2,1125,today,18,48,78,353
30623,1,15,3 weeks ago,24,54,84,359
30624,2,1125,today,10,11,38,206
30625,5,1125,6 weeks ago,8,38,68,343
30626,2,2,5 days ago,20,46,76,76
30627,2,1125,today,17,30,49,315
30628,2,1125,4 days ago,2,2,4,110
30629,2,14,11 months ago,0,0,0,64
30630,3,1125,5 days ago,9,39,69,344
30631,2,365,today,4,28,54,140
30632,2,180,today,19,46,76,351
30633,2,1125,today,13,36,56,328
30634,3,10,a week ago,7,37,67,342
30635,2,2,5 months ago,28,58,88,363
30636,1,30,7 weeks ago,0,0,0,266
30637,2,1125,today,12,42,72,162
30638,2,180,today,12,27,53,321
30639,2,1125,3 weeks ago,12,12,12,12
30640,2,1125,today,2,25,55,330
30641,3,1125,7 months ago,27,57,87,362
30642,2,14,4 days ago,5,5,5,5
30643,1,30,today,23,53,78,107
30644,1,1125,a week ago,25,30,60,335
30645,2,5,5 months ago,23,53,83,83
30646,1,1125,5 days ago,13,13,13,13
30647,1,1125,2 months ago,18,45,75,75
30648,1,14,today,7,32,45,45
30649,4,7,6 weeks ago,20,50,80,80
30650,1,1125,today,14,24,47,310
30651,1,120,today,17,35,58,320
30652,1,60,today,13,27,42,127
30653,1,1125,today,11,34,64,335
30654,5,10,5 days ago,10,10,10,10
30655,2,1125,today,3,13,14,245
30656,8,365,6 weeks ago,0,0,20,295
30657,2,1125,2 months ago,0,0,0,269
30658,3,31,12 months ago,30,60,90,365
30659,28,1125,3 days ago,10,29,59,120
30660,1,1125,12 months ago,0,0,0,0
30661,1,1125,today,15,35,62,334
30662,1,1125,5 days ago,12,30,60,335
30663,2,1125,yesterday,7,15,36,126
30664,1,1125,5 weeks ago,20,50,80,355
30665,3,1125,today,16,37,67,156
30666,3,16,today,22,52,82,82
30667,1,1125,8 months ago,26,56,86,361
30668,2,1125,a week ago,24,48,69,342
30669,2,1125,today,21,38,57,57
30670,1,1125,17 months ago,0,0,0,0
30671,2,1125,2 weeks ago,11,24,37,270
30672,1,1125,2 weeks ago,12,28,54,329
30673,1,1125,5 days ago,7,7,7,71
30674,1,1125,today,20,20,22,22
30675,1,1125,today,3,20,48,63
30676,2,1125,today,18,48,74,225
30677,2,7,2 weeks ago,20,43,64,333
30678,2,5,4 days ago,2,32,62,337
30679,1,1125,a week ago,29,59,89,364
30680,2,14,6 weeks ago,29,59,88,88
30681,2,1125,4 weeks ago,25,55,85,268
30682,1,1125,2 weeks ago,25,55,85,360
30683,2,1125,a week ago,27,57,87,145
30684,2,1125,yesterday,4,14,16,148
30685,3,1125,2 weeks ago,30,60,83,345
30686,1,28,2 weeks ago,26,52,80,339
30687,1,1125,5 weeks ago,0,3,33,196
30688,4,1125,2 months ago,30,60,90,365
30689,2,9,today,0,10,10,69
30690,3,1125,3 weeks ago,0,0,0,0
30691,1,1,2 days ago,4,4,4,4
30692,14,120,2 months ago,28,30,60,280
30693,4,183,4 weeks ago,29,59,89,178
30694,2,1125,6 weeks ago,23,49,74,338
30695,3,21,3 months ago,30,60,90,365
30696,1,1125,today,30,60,90,364
30697,3,1125,4 months ago,30,60,90,365
30698,2,3,2 months ago,0,0,0,2
30699,1,1125,5 months ago,0,0,0,93
30700,2,1125,3 weeks ago,30,58,88,340
30701,1,1125,3 days ago,27,57,87,362
30702,1,1125,3 weeks ago,0,0,0,121
30703,1,30,2 weeks ago,15,45,75,350
30704,1,1125,3 months ago,0,0,0,65
30705,4,1125,a week ago,0,0,0,247
30706,2,13,today,21,47,74,74
30707,2,1125,today,30,60,90,251
30708,2,5,3 months ago,21,43,63,338
30709,1,1125,4 days ago,15,33,52,321
30710,3,90,4 days ago,27,57,80,327
30711,2,1125,2 weeks ago,12,24,42,79
30712,3,21,2 days ago,30,60,90,365
30713,1,1125,3 weeks ago,30,60,89,89
30714,1,1125,6 months ago,0,0,0,171
30715,1,1125,3 weeks ago,2,2,2,2
30716,1,1125,2 months ago,0,0,0,0
30717,1,1125,6 days ago,5,11,16,81
30718,1,1125,today,17,45,71,346
30719,2,1125,a week ago,0,26,56,328
30720,1,1125,3 months ago,0,0,0,0
30721,1,1125,5 weeks ago,0,0,0,248
30722,2,1125,3 months ago,0,0,0,0
30723,2,30,today,11,28,58,301
30724,3,90,2 days ago,9,23,53,142
30725,2,1125,3 months ago,0,7,33,308
30726,1,1125,4 days ago,29,59,89,89
30727,7,45,2 months ago,0,0,0,42
30728,1,180,2 months ago,0,4,34,309
30729,3,60,a week ago,6,16,46,46
30730,2,7,5 days ago,5,31,32,32
30731,5,1125,8 months ago,0,0,0,194
30732,15,45,yesterday,11,11,11,197
30733,2,365,2 weeks ago,26,56,86,361
30734,1,1125,6 months ago,0,0,0,0
30735,1,1125,3 weeks ago,23,53,83,358
30736,1,14,4 months ago,25,55,85,360
30737,1,90,6 days ago,18,48,78,353
30738,3,9,4 months ago,9,9,9,9
30739,2,1125,today,7,33,63,95
30740,1,1125,a week ago,10,17,45,165
30741,3,1125,today,5,29,52,135
30742,1,1125,a week ago,5,33,63,338
30743,7,1125,2 days ago,14,42,72,347
30744,7,365,5 weeks ago,30,60,90,365
30745,3,365,today,24,45,75,350
30746,2,7,7 months ago,0,0,0,0
30747,3,1125,5 weeks ago,4,7,37,312
30748,2,30,2 days ago,4,4,4,4
30749,3,365,today,6,22,44,262
30750,4,7,a week ago,4,4,4,4
30751,3,21,4 weeks ago,2,14,33,308
30752,1,25,4 days ago,15,33,63,219
30753,30,35,2 weeks ago,0,0,0,0
30754,2,28,yesterday,2,11,17,66
30755,3,14,2 days ago,16,37,59,59
30756,1,90,4 weeks ago,0,0,0,192
30757,4,1125,7 weeks ago,0,0,0,0
30758,2,1125,today,2,10,31,58
30759,3,1125,14 months ago,0,0,0,0
30760,2,7,7 weeks ago,0,0,0,0
30761,20,60,3 weeks ago,3,3,3,3
30762,1,1125,yesterday,11,35,65,340
30763,1,1125,3 days ago,14,36,61,326
30764,3,1125,today,18,41,61,296
30765,2,14,17 months ago,0,0,0,32
30766,1,1125,11 months ago,0,0,0,0
30767,5,1125,5 days ago,4,5,35,232
30768,1,1125,13 months ago,0,0,0,0
30769,4,13,3 months ago,0,0,0,0
30770,5,1125,20 months ago,28,58,88,363
30771,2,1125,yesterday,0,0,0,15
30772,3,15,3 days ago,0,0,13,158
30773,30,90,6 days ago,30,60,89,89
30774,30,1125,a week ago,30,60,90,360
30775,2,14,a week ago,0,0,7,7
30776,7,1125,5 days ago,7,32,62,270
30777,2,28,14 months ago,0,0,0,0
30778,2,30,4 days ago,20,50,80,80
30779,4,100,yesterday,8,8,8,29
30780,4,6,5 weeks ago,0,0,0,183
30781,4,7,8 months ago,0,0,0,244
30782,1,29,today,12,24,41,65
30783,2,1125,a week ago,11,25,49,311
30784,3,1125,7 weeks ago,0,0,27,302
30785,3,1125,5 months ago,0,0,0,86
30786,2,4,3 months ago,30,60,89,89
30787,1,7,2 days ago,13,29,58,58
30788,7,1125,6 weeks ago,0,0,0,0
30789,4,1125,15 months ago,0,0,0,0
30790,1,10,4 months ago,0,0,0,0
30791,3,1125,4 days ago,0,0,15,19
30792,1,6,today,16,46,76,351
30793,2,3,13 months ago,0,0,0,0
30794,1,40,today,6,10,12,112
30795,1,5,5 weeks ago,23,47,77,77
30796,1,1,18 months ago,0,0,0,0
30797,10,32,8 months ago,0,0,0,0
30798,1,3,15 months ago,0,0,0,0
30799,1,1125,2 days ago,8,8,10,10
30800,2,14,today,23,53,83,358
30801,1,7,today,26,31,31,31
30802,2,1125,3 weeks ago,0,0,0,0
30803,1,30,3 weeks ago,0,0,0,0
30804,4,20,15 months ago,0,0,0,0
30805,1,1125,18 months ago,0,0,0,0
30806,2,28,6 weeks ago,20,50,78,350
30807,3,1125,5 days ago,14,44,74,75
30808,3,60,3 days ago,5,23,48,122
30809,3,30,5 months ago,0,0,0,0
30810,1,15,4 days ago,29,59,89,364
30811,4,1125,10 months ago,0,0,0,0
30812,1,28,6 months ago,26,56,86,361
30813,3,1125,2 weeks ago,3,7,7,7
30814,2,1125,3 weeks ago,13,40,70,345
30815,4,15,15 months ago,0,0,0,0
30816,21,180,a week ago,29,29,29,271
30817,21,730,a week ago,30,49,49,276
30818,3,4,5 weeks ago,0,0,0,5
30819,1,1,19 months ago,0,0,0,0
30820,1,1125,5 weeks ago,30,60,90,365
30821,1,1125,6 weeks ago,12,36,66,336
30822,3,1125,19 months ago,0,0,0,0
30823,1,1125,today,11,25,33,121
30824,30,90,5 weeks ago,27,57,73,300
30825,1,1125,10 months ago,0,0,0,0
30826,3,1125,5 days ago,24,54,84,359
30827,4,1125,4 weeks ago,0,0,0,0
30828,1,1125,2 days ago,14,42,71,194
30829,2,1125,8 months ago,0,0,0,0
30830,2,1125,5 weeks ago,0,23,52,52
30831,3,7,7 months ago,29,59,89,151
30832,1,1125,2 weeks ago,28,28,28,211
30833,4,1125,5 months ago,0,0,0,0
30834,2,1125,today,6,6,6,6
30835,1,180,2 days ago,0,30,60,335
30836,3,7,5 months ago,0,0,0,0
30837,1,1125,10 months ago,0,0,0,0
30838,2,1125,3 weeks ago,6,6,6,9
30839,3,1125,3 months ago,0,0,0,0
30840,1,1125,5 days ago,18,46,69,148
30841,1,3,8 months ago,29,59,89,360
30842,2,10,14 months ago,0,0,0,0
30843,1,1125,today,4,17,34,282
30844,2,1125,4 days ago,19,41,57,105
30845,1,7,a week ago,0,10,40,71
30846,1,45,4 months ago,0,0,0,0
30847,2,12,8 months ago,0,0,0,0
30848,2,1125,13 months ago,0,0,0,0
30849,1,1125,5 months ago,30,60,90,365
30850,2,28,8 months ago,30,60,89,89
30851,2,180,2 weeks ago,0,0,3,252
30852,2,30,11 months ago,30,60,90,365
30853,1,1125,today,29,59,89,364
30854,1,25,yesterday,23,53,83,356
30855,2,1125,2 months ago,0,0,0,0
30856,2,220,5 days ago,7,24,24,298
30857,2,14,4 months ago,29,59,89,364
30858,3,1125,10 months ago,0,0,0,0
30859,1,1125,5 days ago,17,38,68,68
30860,2,360,a week ago,28,50,59,334
30861,3,65,3 weeks ago,29,59,88,88
30862,3,1125,3 months ago,0,0,0,0
30863,31,1125,yesterday,4,34,56,331
30864,1,1125,7 months ago,30,60,90,365
30865,2,27,today,18,18,19,19
30866,1,30,today,20,20,21,94
30867,1,1125,33 months ago,30,60,90,365
30868,7,365,a week ago,0,29,52,313
30869,1,30,2 days ago,7,37,67,72
30870,2,1125,7 months ago,30,60,90,365
30871,2,1125,today,6,29,59,149
30872,1,1125,19 months ago,0,0,0,0
30873,1,21,3 months ago,0,0,0,0
30874,30,1125,5 days ago,30,60,90,365
30875,1,1125,3 days ago,12,34,52,306
30876,2,1125,today,30,60,90,365
30877,1,21,4 months ago,0,0,0,0
30878,1,1125,3 weeks ago,23,50,80,355
30879,1,1125,today,5,35,65,65
30880,2,1125,6 weeks ago,0,0,0,0
30881,1,730,today,10,29,42,291
30882,1,14,today,23,41,41,41
30883,2,30,3 days ago,16,41,71,121
30884,2,1125,8 months ago,0,0,0,0
30885,3,1125,2 months ago,0,0,0,256
30886,1,60,3 days ago,30,60,90,90
30887,35,45,2 weeks ago,0,0,0,0
30888,2,2,4 months ago,0,0,0,0
30889,4,7,19 months ago,0,0,0,0
30890,2,9,2 weeks ago,19,32,58,303
30891,1,30,today,29,59,89,178
30892,1,1125,a week ago,7,22,48,48
30893,1,10,today,10,32,58,325
30894,1,1125,today,1,1,1,143
30895,1,1125,9 months ago,30,60,90,365
30896,1,1125,3 months ago,29,59,89,89
30897,5,60,2 weeks ago,11,31,61,336
30898,3,1125,4 weeks ago,0,0,0,231
30899,5,1125,2 weeks ago,2,8,13,280
30900,1,3,2 weeks ago,0,0,0,0
30901,3,1125,4 months ago,0,0,0,0
30902,1,1125,today,10,28,55,97
30903,3,90,4 weeks ago,29,39,56,146
30904,1,13,2 weeks ago,20,50,80,355
30905,4,1125,today,30,60,64,336
30906,7,120,5 months ago,23,53,83,358
30907,1,1125,today,28,51,75,350
30908,1,60,2 weeks ago,22,52,82,172
30909,2,16,4 weeks ago,0,0,0,0
30910,3,1125,6 weeks ago,30,60,89,89
30911,2,1125,2 months ago,28,58,88,363
30912,2,7,4 months ago,29,59,89,89
30913,1,7,today,4,22,42,42
30914,3,4,4 months ago,29,59,89,89
30915,2,30,yesterday,20,50,80,226
30916,1,1125,a week ago,14,39,69,315
30917,2,5,yesterday,2,13,30,120
30918,1,30,today,16,42,72,305
30919,2,1125,a week ago,10,28,58,64
30920,2,1125,2 days ago,0,5,18,253
30921,1,15,4 weeks ago,30,60,90,365
30922,2,1125,a week ago,0,2,2,9
30923,2,2000,3 days ago,11,36,66,341
30924,2,4,4 months ago,0,0,0,0
30925,1,29,today,16,46,76,351
30926,1,3,20 months ago,0,0,0,0
30927,1,1125,4 weeks ago,6,6,6,174
30928,2,30,6 weeks ago,25,47,47,176
30929,3,15,4 months ago,0,0,0,0
30930,1,30,yesterday,26,50,80,151
30931,3,5,4 months ago,30,60,90,90
30932,1,1125,3 days ago,6,6,6,6
30933,2,1125,3 weeks ago,1,1,1,1
30934,2,1125,today,10,33,47,318
30935,2,1125,today,6,15,45,320
30936,1,1125,20 months ago,0,0,0,0
30937,3,365,4 weeks ago,5,18,18,210
30938,3,1125,19 months ago,0,0,0,0
30939,1,1125,5 weeks ago,0,0,0,67
30940,2,1125,4 weeks ago,13,13,19,287
30941,2,1125,a week ago,16,46,76,351
30942,2,7,a week ago,17,47,77,167
30943,14,1125,5 days ago,27,39,39,290
30944,4,10,4 months ago,30,60,90,90
30945,1,1125,4 days ago,28,58,88,363
30946,2,1125,today,16,29,56,104
30947,2,12,6 weeks ago,0,0,0,130
30948,2,5,a week ago,30,60,90,90
30949,2,1125,4 months ago,0,0,0,0
30950,5,1125,5 weeks ago,15,45,75,350
30951,1,365,13 months ago,29,59,89,364
30952,2,30,4 months ago,0,0,0,0
30953,1,1125,4 days ago,1,31,61,61
30954,2,7,4 months ago,0,0,0,0
30955,2,1125,2 days ago,11,32,57,147
30956,4,1125,yesterday,0,23,53,53
30957,2,1125,6 days ago,24,51,70,160
30958,2,1125,5 days ago,1,8,38,38
30959,1,28,2 weeks ago,4,21,41,304
30960,1,1125,today,1,7,17,96
30961,2,1125,today,3,9,24,282
30962,2,1125,3 weeks ago,6,6,6,6
30963,2,1125,today,15,40,70,345
30964,3,7,3 months ago,0,0,0,0
30965,3,1125,6 months ago,29,59,89,364
30966,1,7,5 weeks ago,0,8,38,313
30967,1,1125,5 weeks ago,21,51,81,356
30968,1,1125,today,3,3,10,29
30969,1,1125,11 months ago,0,0,0,0
30970,28,365,3 weeks ago,18,18,18,292
30971,1,180,3 weeks ago,9,9,26,116
30972,2,3,2 weeks ago,0,0,0,0
30973,4,1125,yesterday,2,16,23,98
30974,14,31,9 months ago,0,0,0,0
30975,2,1125,a week ago,5,19,40,130
30976,5,1125,today,13,43,66,90
30977,2,28,today,2,12,32,111
30978,2,1125,4 months ago,5,35,65,155
30979,1,1125,2 days ago,30,60,90,90
30980,2,2,4 months ago,0,0,0,0
30981,2,730,today,11,32,56,325
30982,3,1125,6 weeks ago,0,0,0,0
30983,3,21,2 weeks ago,0,2,11,140
30984,2,1125,3 days ago,1,5,8,15
30985,2,1125,yesterday,22,48,78,353
30986,1,1125,3 months ago,0,0,0,0
30987,7,1125,14 months ago,0,0,0,0
30988,4,30,yesterday,7,16,16,96
30989,45,1125,today,0,0,0,93
30990,4,90,2 days ago,22,51,77,131
30991,1,7,3 weeks ago,29,59,89,179
30992,3,28,6 weeks ago,0,0,0,129
30993,2,3,6 weeks ago,0,0,0,9
30994,2,1125,today,2,6,6,6
30995,2,5,2 days ago,1,10,40,40
30996,2,7,2 days ago,8,18,42,72
30997,2,5,a week ago,0,0,0,0
30998,2,365,yesterday,1,18,48,320
30999,2,1125,2 weeks ago,1,12,16,117
31000,1,6,3 days ago,0,0,15,105
31001,2,1125,today,9,33,63,63
31002,31,31,11 months ago,0,0,0,0
31003,1,1125,12 months ago,0,0,0,0
31004,7,1125,today,0,0,11,286
31005,5,6,20 months ago,0,0,0,0
31006,1,14,2 days ago,29,59,89,242
31007,1,30,3 weeks ago,23,53,83,358
31008,2,1125,2 weeks ago,28,58,88,363
31009,4,1125,2 weeks ago,6,18,44,316
31010,1,28,today,13,38,68,337
31011,1,9,4 weeks ago,0,0,0,0
31012,1,28,3 days ago,23,46,76,76
31013,7,1125,4 months ago,0,0,0,0
31014,2,7,today,18,40,70,345
31015,2,1125,yesterday,14,16,16,16
31016,1,15,4 months ago,0,0,0,0
31017,3,30,2 days ago,3,17,35,310
31018,2,1125,today,2,6,16,16
31019,2,28,9 months ago,1,31,61,336
31020,5,20,5 months ago,0,0,0,0
31021,6,1125,16 months ago,0,0,0,0
31022,7,1125,a week ago,10,40,70,345
31023,3,30,3 days ago,30,60,90,365
31024,2,1125,4 months ago,0,0,0,0
31025,1,1125,2 months ago,30,60,90,365
31026,4,120,yesterday,0,17,17,245
31027,10,1125,11 months ago,0,0,0,91
31028,3,15,2 weeks ago,0,2,19,19
31029,2,1125,yesterday,14,44,74,349
31030,4,1125,a week ago,0,0,9,9
31031,1,1125,14 months ago,0,0,0,0
31032,5,1125,a week ago,12,40,40,65
31033,2,1125,today,12,29,53,322
31034,1,1125,2 weeks ago,0,0,14,14
31035,2,20,yesterday,19,38,39,295
31036,1,1125,17 months ago,0,0,0,0
31037,1,1125,today,6,28,40,40
31038,4,120,2 months ago,29,59,89,364
31039,3,1125,5 weeks ago,3,26,40,305
31040,2,1125,2 months ago,0,0,0,0
31041,1,8,3 months ago,0,0,0,0
31042,3,30,3 weeks ago,29,55,85,85
31043,2,1125,7 months ago,29,59,89,364
31044,7,1125,11 months ago,0,0,0,0
31045,3,1125,today,4,13,22,178
31046,3,1125,4 months ago,23,53,83,358
31047,3,1125,15 months ago,0,0,0,0
31048,1,365,3 months ago,0,0,17,102
31049,2,365,10 months ago,30,60,90,365
31050,1,1125,today,12,40,61,331
31051,2,1125,4 days ago,26,56,68,330
31052,2,1125,7 months ago,0,0,0,0
31053,1,1125,2 months ago,11,38,68,340
31054,1,1125,3 weeks ago,0,0,0,122
31055,3,1125,4 months ago,11,28,43,302
31056,2,8,today,19,44,72,72
31057,7,30,5 months ago,0,0,0,0
31058,1,1125,3 weeks ago,23,53,83,83
31059,7,14,today,7,32,60,120
31060,3,1125,today,18,48,78,111
31061,1,2,2 weeks ago,14,38,64,64
31062,4,28,today,2,11,19,230
31063,4,1125,14 months ago,0,0,0,0
31064,1,1125,yesterday,5,5,5,5
31065,1,7,2 weeks ago,17,35,57,193
31066,5,30,7 weeks ago,19,49,79,354
31067,1,7,3 weeks ago,6,14,15,15
31068,14,28,3 months ago,0,0,0,132
31069,2,1125,1 week ago,0,11,13,13
31070,2,30,2 weeks ago,0,29,59,59
31071,2,1125,a week ago,0,8,16,279
31072,1,1125,6 months ago,16,46,76,351
31073,2,1125,8 months ago,0,0,0,0
31074,14,1125,5 weeks ago,0,0,0,0
31075,2,1125,9 months ago,0,0,0,0
31076,1,1125,8 months ago,0,0,0,0
31077,1,14,3 days ago,3,20,50,320
31078,3,60,4 months ago,6,12,38,295
31079,3,18,yesterday,4,16,35,139
31080,5,3000,2 weeks ago,30,60,90,365
31081,1,1125,5 days ago,10,16,32,133
31082,1,1125,2 weeks ago,28,58,88,178
31083,2,10,2 weeks ago,12,42,72,347
31084,1,1125,22 months ago,0,0,0,0
31085,300,365,12 months ago,0,0,0,0
31086,4,1125,a week ago,0,0,14,48
31087,4,1125,4 days ago,0,0,15,290
31088,2,1125,10 months ago,0,0,0,0
